"Length","Location ID","Shift ID","Depth Top","Sample Reference","Type","Sample ID","Depth Base","Date Time Sampled","Blows","Sample Container","Preparation","Diameter","Water Depth","Water Depth Numeric","Recovery","Method","Matrix","QA Type","Sampler","Reason","Remarks","Description","Date Described","Description By","Specimen Condition","Classification","Barometric Pressure","Temperature","Gas Pressure","Gas Flow Rate","Date Time Completed","Duration","Caption","Sample Record Link","Stratum Reference","Sample Recovery","Depth Midpoint"
"","SB-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
