"Date Time Sampled","Length","RQD Length","Run Number","SCR Length","TCR Length - Recovery","Coring Type","Location ID","Shift ID","Depth Top","Depth Base","TCR","SCR","RQD","Diameter","Duration","Remarks","Depth Midpoint"
"","","","","","","","SB-6A","","","","","","","","","",""
